author,content,country,date,id,rating,title,version,vote_count,vote_sum
Scum of the internet,Makes you sign into your account just to scan something? Why can’t I just use the printer to scan something like normal without an account.,gb,2026-01-12T07:39:03-07:00,13625358826,1,Terrible app,20.2.0,0,0
kanji’s63827,app force the users to create account to use full printer functions such as scan document,gb,2026-01-12T04:00:17-07:00,13624687987,1,poor privacy,20.2.0,0,0
veggiemel,Almost impossible to use to connect the printer to the wifi. Poor menu. Makes me regret buying another HO printer,gb,2026-01-12T02:24:30-07:00,13624450700,1,Not as good as the old app,20.2.0,0,0
Orangearse,Easy to use good instructions,gb,2026-01-11T14:01:51-07:00,13622742546,5,Printing,20.2.0,0,0
chvykhvkhtvyjlgyuk,ITS AMAZING OMG SUCH GOOD QUALITY PRINTING SKILLS AND MATERIAL AND I NAMES HIM GARRY!! (Spelt w two r’s) xxx RECCOMEND YAAYAYYAYAYAY,gb,2026-01-11T10:03:20-07:00,13622005510,5,AMAZEBALLSSS,20.2.0,0,0
Dazstorm,For some reason I now can’t connect my mobile and iPad to my HP DeskJet printer since changing my router. This app can not find the WiFi so going to have to get a new printer (not an HP),gb,2026-01-11T08:57:05-07:00,13621781256,1,Terrible,20.2.0,0,0
clara16112,Easy to set up,gb,2026-01-11T08:34:29-07:00,13621704413,5,New printer,20.2.0,0,0
Print scan and pdf,Happy with this app options and default settings which doesn’t require any changes and helps me in printing and scanning and customising the outputs in pdf,gb,2026-01-10T14:47:43-07:00,13618833790,5,Best app,20.2.0,0,0
ArrrrDisconnect,Always disconnects,gb,2026-01-10T10:14:24-07:00,13618024982,1,Rubbish,20.2.0,0,0
TBS Toby,10/10,gb,2026-01-10T09:27:11-07:00,13617868349,5,Very happy customer,20.2.0,0,0
All deck set G K D h,"I am a dyed in the wool HP man when it comes to printing at home. After many years of reliable service my DJ5544 began to have memory issues so I retired it in favour of a new OJ Pro 9720e. What a fabulous machine! Even prints up to A3! Installed in just a few minutes, working great. 6 months later some updates were notified and acted upon. Since then, my printer rarely responds, will not direct print and takes a lifetime. Hopefully just a short term glitch so I can go back to being HP’s biggest fan once more.",gb,2026-01-10T07:03:02-07:00,13617364208,2,Short term glitch hopefully,20.2.0,0,0
Sanj2495,Get disconnected every few minutes. Worst for desktop. Says no printer found midway of scanning and then takes hours of time to reconnect,gb,2026-01-10T03:59:14-07:00,13616760819,1,Poor integration n performance,20.2.0,0,0
Ch3962,"Had this printer for a while I thought it was obsolete as we couldn’t connect to it. The last time I had connection problems I had a computer, with the app on my phone I am connected again. 😁",gb,2026-01-09T03:04:52-07:00,13612607551,5,Deskjet 2540,20.2.0,0,0
PosyRosy10,"This app is great - I particularly love that I can easily scan and save documents to my OneDrive, or email them to myself.",gb,2026-01-08T22:53:37-07:00,13612050893,5,Printer in your pocket!,20.2.0,0,0
Tom dunlop,So easy,gb,2026-01-08T04:43:56-07:00,13609071520,5,Scan,20.2.0,0,0
Gpintruder,"What a rip off subscription, been having problems with my printer for a long time now several times I’ve tried to resolve the problem but no dice. I activated the virtual assistant and it said switch off and on. I asked to speak to someone and they want me to BUY the phone number to complain in person. DO NOT TOUCH THIS COMPANY",gb,2026-01-08T02:00:19-07:00,13608618886,1,RIP off HP,20.2.0,0,0
Bóruma,The device prints off test pages with almost perfect print. When I try to print a document the page is so feint as not be of any use. This despite being “allowed” to use the different ink on the App,gb,2026-01-07T10:05:15-07:00,13606212249,1,Print with different ink,20.2.0,0,0
Sanjayscorner,"It’s 2026, why can’t you make a printer that works? 3 apps, random subscriptions for ink. Just make a printer that works. Is it really that hard or are you doing this on purpose?",gb,2026-01-07T09:56:32-07:00,13606185681,1,Awful,20.2.0,0,0
Raman17,It’s takes forever to connect and you have to give up and try again and again then i get lucky🥺 printing quality is good when or if you get lucky,gb,2026-01-06T10:24:23-07:00,13602439530,2,It’s takes forever to connect so annoying,20.2.0,0,0
marketvanjonesy,Very simple to use and saves time. Good Quality results 👍,gb,2026-01-06T02:42:32-07:00,13601014848,5,Phone scan,20.2.0,0,0
**ren**,There is no option to put your desired size for printing and multiple selections of photos into 1 page. You have to manually eye coordinate the size by cropping the photo.,gb,2026-01-05T10:12:11-07:00,13598554670,2,Photo printing,20.2.0,0,0
Chenry67,Simply excellent,gb,2026-01-05T08:32:20-07:00,13598232700,5,Superb,20.2.0,0,0
Kai Tebbutt,"So much that I thought you can print from the other app, but I didn’t know if you can put it from this app LOL",gb,2026-01-05T05:25:41-07:00,13597606051,5,So gooooood,20.2.0,0,0
john6ca,Cannot find options to change margins etc,gb,2026-01-05T04:03:47-07:00,13597351033,1,HP on iPad,20.2.0,0,0
master bricky.,When linked to the phone Boom results,gb,2026-01-04T15:38:11-07:00,13595530038,5,Phone,20.2.0,0,0
Zeben C,"Not clear instructions, hard to troubleshoot problems",gb,2026-01-04T10:08:14-07:00,13594545881,3,Long set up,20.2.0,0,0
Laurenbythesea,I’m not a technophobe I’ve run my own business and used computers and printers all my adult life. The last one stopped working and trying to problem solve it was a night mate in the end I just gave up and bought a new one. It came with free ink. Hp continued to charge me for instant ink despite having not been able to print anything and I figured it made sense to use the free ink I got with it. It also came with a 3 month free instant ink however upon setting up the printer it asks me to setup hp + and today’s that after I do I won’t be able to use instant ink. The whole thing is a confusing mess and not user friendly at all. The app is so glitchy so expect hours to be wasted staring at a loading symbol and getting instantly kicked out and having to constantly re log in to it. There was no answer on the customer support line. I waited and eventually just got cut off. I would not recommendHP!,gb,2026-01-04T09:04:18-07:00,13594329904,1,Non existent human customer service,20.2.0,0,0
#betrayedbyprogress,Unreliable. Works for one operation then hangs.,gb,2026-01-04T06:19:43-07:00,13593758733,3,Flaky,20.2.0,0,0
EMLM29,"We need a printer that loads paper from the front: not many do, but this one does. Had we known how complex and manipulative the enforced relationship with HP would be, we would have remodelled our tiny, multi-function livingroom / office and bought a different brand. I regret this purchase.",gb,2025-12-31T12:10:15-07:00,13578248205,1,Much too complex,20.2.0,0,0
Don’t bother 299,You have a bug where if your printer needs maintenance and you have an iOS device it won’t load print tools. So now I’ve got rubbish quality prints and no way to fix it as I only have an iOS device!!!!!,gb,2025-12-30T13:34:14-07:00,13574397070,1,Retrieving print tools bug,20.2.0,0,0
462A3,App stopped working after iOS 26.2 update printing from iOS stopped,gb,2025-12-30T10:06:41-07:00,13573762033,1,Chaos,20.2.0,0,0
Hong Kong CC,Set up and install manual is not clear. Setting up wireless printing is unbelievably confusing!!!,gb,2025-12-30T08:06:41-07:00,13573364597,1,Very very difficult to set up,20.2.0,0,0
Skbif,Slow,gb,2025-12-29T03:48:27-07:00,13568518953,1,Slow,20.2.0,0,0
- greg,"After 1 hour and about 5/6 different official hp apps for Mac and iOS, still couldn’t get the hp printer on the network. Never again",gb,2025-12-28T06:41:40-07:00,13565034222,1,Gave up,20.2.0,0,0
ttttoooyyy,It’s good to pront documents but good for printing pictures,gb,2025-12-26T08:20:24-07:00,13557481404,1,Not good,20.2.0,0,0
Milllie moo,PERFECTO,gb,2025-12-26T03:48:36-07:00,13556621117,5,Great,20.2.0,0,0
floyd_dylan,"Bought a secondhand printer, and instead of having a simple plug-in from printer to laptop and print.
I have to try and connect the printer via an app which didn't recognise it couldn't connect to the Wi-Fi.
So attempted to factory reset which seemed to work, but wanting to print something and it's either off-line even though it is online & it's not flashing, and the app says it's online, but still won't print a simple page.
Absolutely useless, I am so glad I didn't pay for a brand-new HP printer.",gb,2025-12-25T03:21:01-07:00,13552916048,1,Why make it so difficult?,20.2.0,0,0
fabolow,"Been using for many years and extremely happy with it. Makes tasks such as scanning, printing, exporting docs and emailing them easier and quicker.",gb,2025-12-23T07:17:31-07:00,13546384533,5,Easy and reliable,20.2.0,0,0
Dazingd,So simple to use,gb,2025-12-23T02:27:52-07:00,13545535946,5,Easy to use,20.2.0,0,0
Sophrosexx,Amazing does everything it needs to do!,gb,2025-12-22T13:41:28-07:00,13543825208,5,Good printer,20.2.0,0,0
Schumacher seven,"This is my second HP printer, the previous model which was supposedly wireless was rarely wireless and had to hardwire it more often than not to get it working. So it’s a relief this one does work and the app is very good particularly the scanning element.",gb,2025-12-22T04:07:17-07:00,13542078256,5,Finally a decent wireless HP printer,20.2.0,0,0
bob has issues fix them,"I have had this printer for about 5 years and I have never had so many issues with the updated version of the app. It has made it impossible to print via Bluetooth without the app. When you use the app, half of the written document is missing paragraphs or the printer will jam with 30+ documents. I am cancelling my subscription as I am sick of receiving the wrong printer carriages from HP as well. I have troubleshooted multiple times with both tech support provided by HP and I can conclude that the new version of the app is problematic and does not provide flexible use.",gb,2025-12-21T13:56:47-07:00,13540168079,1,Cancelling my subscription don’t recommend,20.2.0,0,0
Krupa.A,"Very easy to use, and very good for job and school work.",gb,2025-12-21T07:54:11-07:00,13539095837,5,Best printer,20.2.0,0,0
Deanomite69,Love it,gb,2025-12-21T07:29:06-07:00,13539013418,5,Great,20.2.0,0,0
Luckyno21,"I can not get the printer to print from my MacBook.
I ca print from my Apple IPhone with no problem but no matter what I try, I can not get it to print directly from my MacBook.
I’ve read that it is a known fault that has never been fixed.
Print is great as long as you use it regularly, otherwise you have to keep taking the printer heads out, then put back in for them to work correctly.",gb,2025-12-21T05:54:35-07:00,13538705055,2,Mac Problems,20.2.0,0,0
Ideal h,No concerns. Been using for over 5 years. I excellent quality and so far longevity. Would recommend,gb,2025-12-21T03:20:35-07:00,13538264750,5,Perfect,20.2.0,0,0
xXDustyBinXx,"I’m damned if I can find anywhere where my bills are why they don’t email them to you or send them to you a notification. I don’t know every time I try and look for Miss impossible to find useless app useless functions.

Reconnecting to Wi-Fi is an absolute nightmare just taking me 45 minutes not not enjoying the app at all",gb,2025-12-20T09:43:31-07:00,13535659882,2,Not user friendly,20.2.0,0,0
Evienne_ms,Hard to connect all the time,gb,2025-12-20T09:05:01-07:00,13535535960,1,Rubbish,20.2.0,0,0
Scoophardy,Really struggling to get this printer to print images and everything takes so long. Not happy with my purchase.,gb,2025-12-20T04:42:55-07:00,13534663672,1,Not Mac friendly,20.2.0,0,0
Ricky Mahony,"When it works it's pretty pretty good. Troubles are plenty. Vibrates as it prints so have to place high column of heavy books on HP to add inertia. Ink jets need regular cleaning if not used frequently. WiFi Connection keeps falling over requiring endless restarts of HP.printer, Apple iPhone SE 2020, iPad (A16), and Dell Win 11 Pro 64 Laptop device.",gb,2025-12-19T14:57:40-07:00,13532676379,2,Spotty connection,20.2.0,0,0
simon g andrews,"Very frustrating, as per title, if phot paper tray is not loaded then not possible to use app to print using a4 tray.  App reports printer status as tray empty or not closed, even before document to print is selected.",gb,2025-12-18T02:23:55-07:00,13526903027,1,Hp envy 5544 has to have photo paper loaded to print using a4 tray,20.2.0,0,0
