author,content,country,date,id,rating,title,version,vote_count,vote_sum
AnneCumbers,I have to say ever time I need to use the printer through the app it can’t find the printer. Either the always on wifi turns it self off when i need to use it or it just doesn’t like working with my phone when I need to print something with that. Too complicated for its own good.,au,2024-07-28T23:46:39-07:00,11547136220,1,Always has connection issues,17.20.1,0,0
Susanlance,To save time sending things to print I use the old school way and keep a cord close by to plug into computer. Annoying yes but then it works every time.,au,2024-07-23T17:37:16-07:00,11527526845,1,Save time,17.20.1,0,0
RobSOz,Somehow my wifi network reasonable asks for a password and the HP never asks for a password so cannot use preferred network.,au,2024-07-21T20:58:02-07:00,11520424140,4,Wifi,17.20.1,0,0
SteveReader,HP company is one of the worst I have ever encountered with respect to printers. I would never ever ever buy another HP and I would actively recommend against it to anybody who asked. The fact that they can stop me scanning and printing when I already own the ink when my credit card expired (the standard periodic update)  is beyond belief. It took amount of time to establish What the problem was and if they determined to be so idiotically mean they should’ve made this process easy. Dreadful experience. this is made because there are a whole range of similar experiences and I’ve just given one example,au,2024-07-20T18:25:39-07:00,11516408603,1,dreadful company,17.20.1,0,0
Jazzypoo1,This printer is rubbish,au,2024-07-19T17:55:54-07:00,11512694653,1,HP Envy,17.20.1,0,0
Packer800,I print documents but they don’t print and come out of my monthly cost/page allowance! Already raised as an issue supposedly fixed but it was a temp or fix!,au,2024-07-17T18:36:58-07:00,11505411770,1,Pages don’t print,17.20.1,0,0
Life with a bad HP printer,"Don’t buy this printer , lucky I still have my old Canon pixma MP630 .
The HP drops out all the time on wi fi , when I go to print it’s always off line despite attempts to fix issues .
The guides tell you to press The information button , the only thing it does is print another printer information report .i not have a stack of reports and it is still off line .
Does not matter what u do it does not work .
Now awaiting on HP resources to get it working .",au,2024-07-15T02:09:17-07:00,11495140429,1,Hp Envoy 6400 all in one,17.20.1,0,0
Bry_21,Print jobs rarely connect to the printer directly. Very frustrating.,au,2024-07-13T21:27:21-07:00,11490798463,1,Disappointing,17.20.1,0,0
vichop1953,I bought this as a quick alternative to a large printer and it’s been worth the money and quick to set up and easy to use.,au,2024-07-13T01:52:47-07:00,11487674022,5,Quick Easy Printer,17.20.1,0,0
gkzktxkg,"Bloated, convoluted blatant attempt to saddle you with rubbish you don’t need and sell you stuff you don’t want.",au,2024-07-11T01:47:14-07:00,11479917594,1,Alec,17.20.1,0,0
Alex Da Cat,"Good little printer.
Love how I can print straight from my phone.",au,2024-07-09T18:10:30-07:00,11475017335,5,Great,17.20.1,0,0
Nniikkiitta,"Eventually getting the app, needed to open the printer to get the passcodes.
THEN connected using Bonejourno to configure wifi but not able to simply edit.
Had to go into advanced setting and manually type everything in.
Guessing is my Wifi WEP or WPA.

Seriously technical stuff.

Worst most complex setup app for iPhone based printer I have ever installed and I use a lot of them to help people set up printers.

Get a Brother….",au,2024-07-07T22:10:29-07:00,11468401362,4,GREAT little laserjet Shocking Setup,17.15.1,0,0
Maussie7,"Brilliant, laptop is being repaired so tried on my phone and . . .  it worked",au,2024-07-07T05:01:11-07:00,11465823334,5,Print from my iPhone,17.15.1,0,0
cutelei,…,au,2024-06-28T05:12:42-07:00,11432661793,5,………..,17.15.1,0,0
Aware n Beware,"Can your life really be controlled by a printer ? Forced to download an App, forced to create an account and forced to give access to your photos whilst connected to a wi fi system. Such is modern day life. Pushy with mild threats if you choose not to sign up to the HP+ thingy. It’s all about collecting your info… welcome to the new era of digital intrusion into all parts of your life.",au,2024-06-27T00:19:49-07:00,11428110579,1,Controlling pushy and intrusive,17.15.1,0,0
lovingafterpay,"Great app & great home printer & scanner. I bought this over 3 years ago & it has not missed a beat.

I wish the cost of ink was cheaper.",au,2024-06-25T20:12:19-07:00,11423696311,5,Works everytime,17.15.1,0,0
MDL not happy,Cartridges last all of five minutes don’t always print and come up with errors,au,2024-06-23T19:59:39-07:00,11416219276,1,Put genuine new cartridges in and get low ink and non genuine code show up,17.15.1,0,0
Elbows Martin,Printer will not print,au,2024-06-21T03:48:36-07:00,11406043363,1,Failure to print,17.15.1,0,0
LJ668th,!!!! It works !!! Scans great and sends with no adds and extremely efficient,au,2024-06-20T15:48:00-07:00,11404407517,5,Great product,17.15.1,0,0
Kenney7217,"The scanning and printing process is quite clunky and not a streamlined process. The scanner struggles to identify A4 documents and turns them into letter style PDFs. 
Scanning also cuts off the bottom of the A4 doc when you get it to scan as A4",au,2024-06-20T04:28:02-07:00,11402379303,2,Average scanning and printing,17.15.1,0,0
Jorge-peru,"La opción de imprimir fotos se atraca constantemente y asegura que hay papel atascado. 
No compren esta impresora es muy deficiente",au,2024-06-13T05:09:50-07:00,11376298827,1,Pésima impresora,17.15.1,0,0
Tandywise,Amazing handy little app to keep you on the go and on the dot!,au,2024-06-10T18:59:58-07:00,11367367236,5,Review,17.15.1,0,0
Fee❤️,Worst Printer iv ever owned!!,au,2024-06-09T22:35:37-07:00,11364020044,1,wifi and toner review,17.15.1,0,0
chgdtbf,I just wanted to use the printer and scanner from my laptop but it made me complete setup from my mobile now I am unable to do anything from my laptop. Unnecessarily difficult setup process!,au,2024-06-06T20:20:22-07:00,11352239210,1,Complicated for no reason,17.15.1,0,0
Blahblahblahhiding,Why do HP need location,au,2024-06-04T03:04:29-07:00,11341796037,1,Location location arghhhh,17.15.1,0,0
Layugmigs,Excellent,au,2024-05-31T06:43:59-07:00,11327429817,5,Documents,17.15.1,0,0
Dindy1986,Love the music that plays when sending a file to my printer. I love how easy the app is to use. Fantastic so far!,au,2024-05-31T01:59:33-07:00,11326630287,5,Love my new hp printer an app,17.15.1,0,0
Lukeiedoodleness,Connection is poor and problematic. Intermittent and not intuitive.,au,2024-05-25T22:32:55-07:00,11308029896,1,Poor,17.15.1,0,0
pudnil,Some kind of progressive counter  would be good to monitor monthly use!,au,2024-05-16T21:22:37-07:00,11275575799,5,Paper copies left in month before extra charges apply.,17.11.1,0,0
DinoV1704,"The wireless set up process was a real pain in the you know what, but once connected, its amazing technology for super efficient printing and scanning!",au,2024-05-12T08:45:21-07:00,11259889077,4,Imperfect set up but amazing once set up,17.11.1,0,0
bwlcc,"Always jams when feeding paper.
Always looses wifi connection.
Today when scanning it decided halfway through, to start copying the scanned sheets. Most unreliable printer I have ever used.",au,2024-05-10T02:02:52-07:00,11251488411,1,Had enough,17.11.1,0,0
MarSydney,I love that it's free and very mobile device friendly,au,2024-05-07T04:14:11-07:00,11241416634,5,Very easy to use,17.11.1,0,0
INAVINav,So far so good!Working just fine! Perfect! Compact and light weight but it serves its purpose!Plus affordable.,au,2024-05-04T00:36:27-07:00,11230242701,5,Wow Amazing Product!,17.11.1,0,0
Seen beter,"Why do I need an app, account and wifi to print!!!",au,2024-04-30T23:35:57-07:00,11219247582,1,Terrible app terrible idea,17.11.1,0,0
DJocele,It would be good to be able to print multiple photos on 1 page,au,2024-04-26T20:20:43-07:00,11204584829,2,Multiple photos on 1 page,17.11.1,0,0
Ian Boag,"Easy to use, clean and clear result with excellent contrast from documents of all types.",au,2024-04-25T01:10:25-07:00,11198121201,5,Excellent app,17.11.1,0,0
Berliner00,"I find this printer hit and miss, when you use it frequently it works fine, but turn it off and then it struggles to come back to life, prints blank sheets etc",au,2024-04-22T13:39:23-07:00,11189541785,1,Stops working after not in use for a month,17.11.1,0,0
Zznnffyy,Great result and easy to do.,au,2024-04-20T17:51:17-07:00,11182782429,5,Easy,17.11.1,0,0
Karlekop,"Too many nerds sitting at work stations thinking up how to make fancy processes that just annoy users. Why so many passwords and steps to do anything? Can someone just make something with one Go button on it? Every single time I want to print or scan, there’s a problem that takes ages to sort out.",au,2024-04-18T15:34:27-07:00,11174793020,1,Modern complication,17.11.1,0,0
strandmic,"Having to run scans from a device is rubbish. Better to run direct from machine so multi page docs can be loaded and despatched to a receiving device like my old dead HP scanner/printer.
I want the printer remote located from my office with laptop so other members can use the printer at that location on another floor from my office. 
I will not buy another scanner printer if this system continues.",au,2024-04-16T03:23:27-07:00,11164629649,1,Terrible system,17.10.1,0,0
qantassucks,Printer keeps stopping only print half a page. Have to start it and restart it several times to get the job done not worth the paper and choosing.,au,2024-04-15T01:06:46-07:00,11160613903,1,Useless,17.10.1,0,0
Djencsl,I love my HP Smart. After years of wasting money on ink and printers I have finally found the one I want forever. I pay monthly for my ink and I never run out. I can change my plan to suit my needs and go back to the original one if I need to. It’s so simple. Absolutely love it. I also love that they recycle the cartridges for me. Couldn’t be any easier.,au,2024-04-11T18:08:54-07:00,11147874924,5,Easy peasy.,17.10.1,0,0
Earth Shot Artist,It works perfectly for scanning my artwork.,au,2024-04-07T03:54:54-07:00,11131274481,5,Artwork,17.10.1,0,0
Frangamedes,Remote printing doesn’t work too well,au,2024-04-04T05:09:46-07:00,11120373106,5,Remote printing needs to be better,17.5.1,0,0
toos39,"You have to print off sheets to help you install. Duplex printing offers a Long or a Short side flip, whatever that means. It doesn’t offer Booklet form, or 2 pages per side. So many hidden frustrations. 
My first HP. I should have stayed with a well known different brand.",au,2024-04-02T01:10:08-07:00,11112470170,1,HP7300 printer,17.5.1,0,0
N yea,Not user friendly. Can’t print colour straight from my laptop. Can’t scan directly from printer. App not easy to use. Not able to get support to work through this issue.,au,2024-03-30T18:50:43-07:00,11104345420,2,Disatisfied,17.5.1,0,0
GeatyH,Simple and easy to use.,au,2024-03-30T17:50:55-07:00,11104194797,5,Easy to use,17.5.1,0,0
gary_effing,Fails to work across any and all platforms. Can’t remove and add the same printer. An absolute dud. Bring back printer cables!,au,2024-03-29T05:39:43-07:00,11098386221,1,Dreadful,17.5.1,0,0
Bujji Sri,This is a useless product,au,2024-03-25T02:48:01-07:00,11083361806,1,Unable to use printer,17.5.1,0,0
willomeeena,All I want to do is select a doc on iPhone and share with printer One would think simple Hours later I have the printer hovering over my head ready to smash it on the floor,au,2024-03-18T20:59:18-07:00,11060469942,4,Not my cup of tea,17.5.1,0,0
smart print,I love my easy to use printer.,au,2024-03-18T19:24:32-07:00,11060264409,5,My printer,17.5.1,0,0
JJ1222134,The printer has very poor wifi printing options,au,2024-03-15T01:38:03-07:00,11046186271,1,Poor wifi printing options,17.5.1,0,0
Amecruz,"I love this app. I can do so much from my phone/computer, with just a touch of a finger.  This app truly is awesome",au,2024-03-13T02:40:13-07:00,11039329351,5,Awesome,17.5.1,0,0
PC no 2,I can print from my iPhone and iPad but when I try to print from my iMac the app locks itself in “paused” mode and I can’t for the life of me find a way to stop this.,au,2024-03-10T03:03:23-07:00,11028653066,1,Pause is a pain,17.5.1,0,0
