title,review,rating,userName,date,version,country
Easy to use,Can’t stack printing from your phone. Admittedly this could be user error. I am a disgrace to my generation as far as technology goes.,4,customerjen,2024-01-22T21:46:29-07:00,1.16.0,au
Should have bought a Hp,"Recently bought this printer on advice of salesman due to our 7 yr old HP dying, this printer is a pain won’t connect to our Apple phones, app is a painful experience, our Mac book pro unless LAN wired won’t print if wifi connected. A waste of money should of just paid the extra money for the HP",1,Pumawy,2023-12-16T01:43:35-07:00,1.15.1,au
Unnecessary updates,This app worked fine until you improved it. Now it chops the edges off my photos and will NOT LET ME EXPAND TO BOUNDARIES to encompass the whole item.,1,K&D Parris,2023-12-01T16:24:40-07:00,1.15.0,au
Brilliant works great!,Using the Brother app to control printer remotely and even print photo album from iPhone very simple to use.  Great machine the Brother MFC-J6940DW excellent and fast picture where pretty clear on crappy paper so l would assume on photo or quality paper to be better. No leaks or runs.  Impressive home office machine.,5,RareSense,2023-11-19T02:38:18-07:00,1.15.0,au
Plays a lot doesn’t respond,Wen try to print need to keep adding wifi password do not connect to phone,2,Sergio cig,2023-11-01T13:15:12-07:00,1.14.0,au
App keeps crashing on iOS can’t set up my new printer,I’ve tried the connection app on two different phones about ten times now. The connection app keeps crashing after the printer connects to my phone. Super terrible as brother doesn’t seem to offer a desktop setup app for Mac users. I will have to look at returning my printer to the store if I can’t get it set up.,1,Tepid,2023-10-27T17:51:54-07:00,1.14.0,au
I mean it’s fine… but,"Other brands are air print without the need to use an app. I used to be able to print straight from my phone. Now I need to save it on the phone, open an app, then print it from there. It’s not a huge hassle but also not particularly modern",1,adamsnel,2023-10-26T17:17:01-07:00,1.14.0,au
Super,Very easy to do staff,5,abdullahira,2023-09-14T07:11:38-07:00,1.13.1,au
Setting up app on iPhone omg nightmare,"They app has been installed 3 times will not seem to talk to printer and app keeps closing on phone without scanning or printing 
Gave up and went to office works and paid to have invoices scanned 
NOT Happy",1,Euroleopard,2023-09-08T04:22:39-07:00,1.13.1,au
Please improve pdf file compression,"Pdf file compression for this app seems to be a lot worse than the Brother iPrint application for PC.
45MB vs 5 MB for same scan resolution. Many organisations don’t accept large uploaded files which then makes scanning using this app a non starter.",3,Thoorone,2023-08-29T21:48:25-07:00,1.13.0,au
Great for home use,Easy to connect and great quality (far better than Canon which was my previous),5,Where's the paper123450,2023-06-25T23:34:09-07:00,1.11.1,au
Great Printer for a small business or for home use,This is a great printer for use at home either as a printer for work or office works. Prints really well and very easy to setup. It can print from a phone app and also from your PC or Mac if you connect to the same wifi. I highly recommend buying this printer,5,Lescoolx2,2023-05-12T15:16:31-07:00,1.11.0,au
Love it,Have only had a short while but works perfectly so far and very easy to use,5,Lightupmynight,2023-04-29T23:56:52-07:00,1.11.0,au
Printer,Not user friendly,1,Frosty1963,2023-04-07T03:30:16-07:00,1.10.3,au
Useless App,"This is a useless app from Brother since it can see the printer on IPhone but when you select something to print, it says it cannot find air printer..",1,Trinco55,2023-04-05T00:52:45-07:00,1.10.3,au
Easy,The app is very easy and clean to use,5,Hughncath2,2023-02-26T22:06:45-07:00,1.10.1,au
Easy,Easygoing and easy set up,5,Bob your Aunty,2022-06-28T17:27:05-07:00,1.6.0,au
Great app,App works very well. I wonder why I can’t use AirPrint on MFC -2713DW,5,sam 567,2022-05-08T07:06:30-07:00,1.4.1,au
Can’t see my printer even from direct IP address,"Every other device on my network can see and print to my Brother MFC, but this app can’t see it, even when I directly enter the IP address… useless",1,Theorocksau,2022-03-26T00:05:37-07:00,1.3.2,au
See it up. Then 4 days later it will not connect,See it up. Then 4 days later it will not connect and says that it is all working,1,H_H4,2022-01-15T23:03:56-07:00,1.2.2,au
App is horrible,"When i try to scan a document, it always show offline status and says the machine is not connected to same network. I had to redo the whole connecting process once again to connect the app and use it. however printing work fine with default settingeven if app is not scanning. Please fix this issue.",1,AnKuV,2026-01-02T21:50:24-07:00,1.22.1,in
App printing too slow,"Aint working in lan , have to connect printer every time.",1,Arshpreet aulakh,2025-11-10T09:45:26-07:00,1.21.5,in
Shijo Chakola DCP-T 420W,Excellent,5,Chakola 3648,2025-09-27T21:22:26-07:00,1.21.2,in
Don’t fall for them,Compared to Epson HP etc the connectivity is a huge issue and WiFi printing is almost non existent,1,Parantapsingh,2025-09-16T22:00:41-07:00,1.21.1,in
Useless and painful,"DCP-T530DW is not user friendly, every time it disconnects from network, and a painful process to reconnect.",1,Remo Dro,2025-09-03T18:22:55-07:00,1.21.1,in
Instruction manual,"Not user friendly , instruction manuals not clear, had to see many videos to check how this works",2,Buyeronce,2025-08-18T09:26:16-07:00,1.21.0,in
Wireless print does not work,Wireless print not working . Configuration reset by itself . Firmware update not working though I am on same network. It’s waste,1,Naraini,2025-07-20T01:49:22-07:00,1.20.5,in
Poor,Frequently it fails to accept Wi-Fi print command,1,delivery guy - excellent,2025-07-03T08:54:25-07:00,1.20.5,in
Intermittent offline showing,After setup the printer intermittently printer offline showing,5,amazon echo dot,2025-06-22T23:44:34-07:00,1.20.5,in
Brother T530DW,Very fast and duplex mode is amazing for Home and office,5,Raghavnu,2025-06-07T04:08:28-07:00,1.20.5,in
Best,Nice for printing,5,Raajakiya,2025-05-25T19:00:38-07:00,1.20.4,in
Non functional duplex option,"when legal paper is selected then the duplex printing is unavailable, which was not told by the sales team at the time of buying the machine. kindly, fix this bug urgently.",3,sammalhotra,2025-05-11T07:10:19-07:00,1.20.4,in
Everything is running good but now app is crashing,"After last update app is continuously crashing while showing setting up. I have important documents in app now I don’t know if i delete the app then documents will delete it not. And this app should rename to print utility or brother print etc.
And app should rename to brother print or similar to these so that easy to find.",3,Shubham Jindam,2025-05-02T12:11:37-07:00,1.20.4,in
App crashes,App crashes when opening,1,Benforall,2025-03-11T05:28:48-07:00,1.20.1,in
No option to print odd even pages,Printing odd even pages is useful for manual duplex printing. This is used since before duplex printing was available.,2,bytesandbots,2025-01-23T22:20:52-07:00,1.20.0,in
Not user friendly,Printing option is not actually wireless as we have to go to machine all the time to remove it from sleep mode so that printer can take the command,1,Abds_ans,2025-01-05T10:49:17-07:00,1.20.0,in
Need a call back from customer care,Hi pls note,5,Abijith Sabareesh,2024-08-05T00:14:23-07:00,1.18.3,in
Very useful,Very useful application,5,Bhavik10976,2024-08-03T09:20:16-07:00,1.18.3,in
but could be better.!!,"The app need a lot of improvements ,their are features such as id card scanning and booklet printing of pdf which is missing in the mobile version, which is a feature of the printer. There is a ADF which is one of this printers highlights but there is no option to take a 2 sided scans; like there could have been an option in scan for 2 sided and after one side the person could manually flip the pages and in software it could be rearranged into the final output. And speaking of rearranging there is no facility to rearrange scanned pages; like a drag feature is something that would be really useful. Developer please consider adding these in the next update..!! Other than that the app is pretty great in terms of look and usability.!",2,AshinSanthosh,2024-06-17T11:30:17-07:00,1.18.1,in
New Bugs added with the new update,"Instead removing bugs, the new update added new bugs, now the app can’t even connect to the printer and asks to connect the printer to the same wifi network, even though the printer is connected to the same network. The update has ruined the experience, now i can’t even scan a book peacefully.",1,@21gunherald,2024-04-26T23:46:41-07:00,1.17.0,in
Nice application,Everything is easy and good. Please add the option to enable print on both sides.,4,resan123as,2024-01-10T03:41:23-07:00,1.16.0,in
Very difficult to use,Very difficult to use,1,dagur haresh,2023-09-21T11:43:32-07:00,1.13.1,in
Crashes on launch,"Totally unusable, can't even get it to open.",1,apppleNick,2023-09-07T09:13:39-07:00,1.13.0,in
BORDERLESS PRINT,Pl again come up with previous version of borderless printing. current version is not supporting the feature.,2,+ behara +,2023-08-08T12:14:52-07:00,1.13.0,in
Doesn’t function well on iPhone 13 Pro,"Just changed my iPhone. The app was a charm on older iPhone and connected with the Brother DCP-525W like a charm.  Since changing the mobile the app always shows the printer is offline even when I have pressed the power button on the printer to turn it on. I have to literally delete the app and reinstall the app after which it will function ok for the that particular instance. But once again if a new command is given after some time, the same cycle repeats itself.",1,Bonemaster23,2023-03-24T10:09:01-07:00,1.10.2,in
Works smooth.,"The app works really smooth, no issues yet.",5,Asad08,2022-09-27T00:48:01-07:00,1.7.1,in
