source,date,rating,content,title,version
Google Play,2025-12-12 13:12:04,1,"Stay away from HP I bought a new laptop and the app wont work on it so cant print from it , with my old laptop this app sucked anyways always lost the printer and had to keep reinstalling it",,17.20.0.4770
Google Play,2025-12-12 12:59:35,1,Very difficult to connect to the printer with wi fi!,,20.2.0.6076
Google Play,2025-12-12 10:59:16,1,New 'HP' version of ho smart has totally broken it and now constantly tells me my wifi password is wrong when trying to connect new device. Old app is still available on windows and this worked first time!,,20.1.2.5988
Google Play,2025-12-12 10:09:26,5,love this printer 🖨,,20.1.2.5988
Google Play,2025-12-12 09:40:55,1,"This software is garbage! I am always disappointed with it and it makes me hate having to print anything. I'm constantly getting logged out and then the log in process is a tragedy of errors of having to select to log in, getting sent to the web log in, re-typing my credentials (though remember me is selected), getting sent to another page to re-open the app (which is still open), then watching the app clock attempting to log in...then cancelling that after minutes and doing it all over again.",,20.1.0.5822
Google Play,2025-12-12 09:39:34,1,very user unfriendly,,20.1.2.5988
Google Play,2025-12-12 09:01:35,1,App doesnt work it wont connect to the printer. You go through the steps and then it shows you may have to hit a button on the front of your printer. Not all printers have this button it doesnt search for the printer dont waste your money on HP products its insane they didnt make sure this app worked like the smart app did,,20.1.2.5988
Google Play,2025-12-12 07:08:03,1,"App Is Garbage. It says printer is not connected to wifi, but Xfinity says there is a strong connection. I never had an issue with the old app.",,20.1.2.5988
Google Play,2025-12-12 06:01:46,4,Please add dark mode to whole app because white backgrounds harm the eyes.,,
Google Play,2025-12-12 02:04:53,4,works sometimes,,17.30.1.5049
Google Play,2025-12-12 00:52:21,5,Good!,,20.1.2.5988
Google Play,2025-12-11 19:37:57,5,so much better! what an incredible upgrade/redo,,20.1.2.5988
Google Play,2025-12-11 19:04:40,1,Won't even find its printer that's less than a year old and was working just fine on the old Wi-Fi.,,20.1.2.5988
Google Play,2025-12-11 14:58:00,1,every month my printer shut down just before my automatic payment is made so I cat print nothing and no support for $16.99 a month hp ink totally sucks,,20.1.2.5988
Google Play,2025-12-11 11:33:16,1,it's not faster,,20.2.0.6076
Google Play,2025-12-11 11:19:55,1,could not load driver to deck top,,20.1.2.5988
Google Play,2025-12-11 09:55:32,1,app was updated and now cannot use the app to just simply print or scan. now it is full of BS please fix this. I should be able to just open the app and start printing or scanning not sit here for an hour trying to figure it out. seriously,,20.1.2.5988
Google Play,2025-12-11 09:27:44,5,Great,,17.35.0.5115
Google Play,2025-12-11 09:11:39,3,Scanner works sometimes. I can't choose any additional options or change settings for some reason.,,20.1.2.5988
Google Play,2025-12-11 08:56:31,2,Can't connect.,,20.2.0.6076
Google Play,2025-12-11 07:41:38,1,"Terrible update. your software is bad already, why do you worsen it further? you are masochists.",,20.1.2.5988
Google Play,2025-12-11 04:38:08,1,Verdadeira M£πd@ a desktop HP 3700.,,20.1.2.5988
Google Play,2025-12-11 00:30:50,5,efficient,,20.1.2.5988
Google Play,2025-12-11 00:28:26,1,very difficult to install to set up printer to wifi,,20.2.0.6076
Google Play,2025-12-10 23:37:41,1,"I have had this Officejet pro 9012e printer for a while and it continually shows as unavailable on my phone. Occasionally it works. The same goes for my wifes phone. Both are late model Android, mine is a Samsung hers is a Google. Great idea Hewlett Packard awful operation. Software is pitiful.",,20.1.2.5988
Google Play,2025-12-10 23:11:51,5,good,,20.1.2.5988
Google Play,2025-12-10 22:07:58,3,I don't know what has happened to this app but ever since it updated all it keeps telling me is filed not accepted when all I'm simply doing is trying to print a picture. I have never in my life been so frustrated at a printer,,17.35.0.5115
Google Play,2025-12-10 17:51:44,1,Utter trash. Needs to be installed on every device just to print something yet barely works and fails at finding printer. Just give me a USB port,,20.1.2.5988
Google Play,2025-12-10 15:29:07,1,it's not working properly,,20.2.0.6076
Google Play,2025-12-10 15:22:20,1,worthless won't even detect my printer,,20.2.0.6076
Google Play,2025-12-10 15:16:49,5,ABSOLUTELY LOVE THIS APP!!,,20.1.2.5988
Google Play,2025-12-10 10:20:25,1,not at all helpful,,20.1.2.5988
Google Play,2025-12-10 08:31:11,1,it is not good app and don't recommend this app it is not working properly,,20.1.2.5988
Google Play,2025-12-10 08:00:35,1,"Painful!!! On the one time per year that I actually want to print something, your app to printer connection just makes life so difficult. ""No printer found...'",,20.1.2.5988
Google Play,2025-12-10 07:25:32,1,one of the poorest for user,,
Google Play,2025-12-10 07:02:35,1,"I have a pixel XL 10 Pro, the app will not load it will not move past the Have to agree to use HP INK. This has proven to be a waste of money. The printer will not connect to my computers. This is not the first bad experience I have had with HP printers. I decided to give it a try after 10 years, hoping HP had a decent product by this time. This has proven to be yet again a great disappointment.",,20.1.2.5988
Google Play,2025-12-10 03:10:27,5,It is more important to tell about this amazing HP printing device.,,20.1.2.5988
Google Play,2025-12-10 02:50:27,4,Good,,20.1.2.5988
Google Play,2025-12-10 00:54:11,1,worst app I have ever used. needs account to print. create account still can't print. printer now a worthless pile of junk. would give negative rating if possible. each page takes minutes to load and still never works. thanks for nothing hp. never buying hp again.,,20.1.2.5988
Google Play,2025-12-09 21:41:57,4,nice,,
Google Play,2025-12-09 20:20:31,2,scanning multiple pages is difficult,,20.1.0.5822
Google Play,2025-12-09 18:42:16,1,print anywhere not working,,20.1.2.5988
Google Play,2025-12-09 18:21:47,3,"This app works well for printer/scanner services, however I do not like that I have to create an account to be able to scan something on my own device using the app.",,
Google Play,2025-12-09 14:28:54,5,"amazing, plug it in download the app and it just works, no faffing no nonsense just really great quality printing really great quality scanning I got the deskjet 2810e all in one - it was like £28 on amazon and that is REDICULOUS value for money, did not expect it to perform so well and be so easy to set up, would've easily paid double that and still felt like I got a bargain, highly recommend",,20.1.2.5988
Google Play,2025-12-09 12:54:28,5,me gusto mucho tiene buena calidad,,20.1.2.5988
Google Play,2025-12-09 11:42:40,1,"The change from HPsmart to HP has been nothing but problems. Constantly tells me the printer is not connected while the printer tells me it is. Continually have to uninstall the app and reinstall it on multiple mobile phones in the house to be able to get any printing done before it usually decides part way through that its not connected again and having to restart the uninstall reinstall, reinstall process. Extremely frustrating.",,20.1.2.5988
Google Play,2025-12-09 10:25:58,1,so slow,,20.1.2.5988
Google Play,2025-12-09 09:06:41,1,"Awful app now , cannot connect half the time , I'm actually ditching this printer for a canon",,20.1.2.5988
Google Play,2025-12-09 08:01:00,1,bad,,20.1.2.5988
Google Play,2025-12-09 04:15:56,5,"very easy to use now please leave it alone now, no need to keep changing it!",,20.1.2.5988
Google Play,2025-12-09 03:57:46,1,keep trying to connect printer to app and going round in a loop,,20.1.2.5988
Google Play,2025-12-09 01:59:55,1,Please use brain when developing this app.,,20.1.2.5988
Google Play,2025-12-09 00:25:47,1,Worst customer support ever. I'll never buy an HP product again.,,20.1.2.5988
Google Play,2025-12-08 18:37:29,4,not bad ! all in one plan i have . works for me,,20.1.2.5988
Google Play,2025-12-08 17:32:57,1,"HP Officejet Pro 9015 has printed from my phone for years no problem with the HP Smart app l, but now with this new app, it says it will not scan from remote. no work around.",,11.0.1.3972
Google Play,2025-12-08 16:54:35,5,Great service.,,20.1.2.5988
Google Play,2025-12-08 16:39:23,1,no help not easy to set up regret purchasing this scanner and dealing with HP,,20.1.2.5988
Google Play,2025-12-08 14:22:02,2,The printer tools option is not functioning properly. You can't do any maintenance with this app with your printer. That means the print quality is no longer able to be controlled. They really messed it up.,,20.1.2.5988
Google Play,2025-12-08 13:32:02,2,"Hate the changes, I wish I could go back, no more files you can print, I used to love the little organizational files, you cant edit and crop anymore, you got rid of so many features that made you unique. App works fine, its just incredibly minimalist now.",,
Google Play,2025-12-08 10:15:25,1,"impossible to get help for a printer that's gone rogue..rubbish ai...never lets you put in the issue you've got. my printer kept saying load paper...even though I've loaded paper, and it won't work but I haven't a clue how to fix it",,20.1.2.5988
Google Play,2025-12-08 04:03:27,1,"Why sell a printer, which will not connect to print? Many users concerned.",,20.1.2.5988
Google Play,2025-12-08 02:44:36,5,Very good app,,20.1.2.5988
Google Play,2025-12-08 00:04:58,5,ok,,20.1.2.5988
Google Play,2025-12-07 22:20:29,1,"0 STARS 👎 no words on the pros of this item then following huge list of cons the app. Not reliable, hp smart app old app best since it has changed to hp now this is actually by far the worst product and app. It keeps disconnecting my printer everytime I go to use it I have to connect it and that's if im lucky to even be able to find my device wireless connection ridiculous, it's so stupid don't waste your time buying this product or any hp at all unfortunately worst experience by far sadly",,20.1.2.5988
Google Play,2025-12-07 20:33:09,1,To complete the simple action of connecting the printer to WiFi network you must remove the device from the app and redo the startup process. Completely braindead.,,20.1.2.5988
Google Play,2025-12-07 20:23:00,1,unable to use printer,,
Google Play,2025-12-07 19:29:21,5,very nice,,20.1.2.5988
Google Play,2025-12-07 17:44:58,2,"Pointless for me as I can't sign into my account, and can't get password reset emails, and can't get any actual support from HP. Probably best to return the HP printer and get another brand so I don't have to deal with HP",,20.1.2.5988
